Year,Provinces,Emissions,Sectors
2021,Northwest Territories,0.0,Owner-occupied dwellings
2022,Northwest Territories,0.0,Owner-occupied dwellings
2023,Northwest Territories,0.0,Owner-occupied dwellings
2013,Northwest Territories,5.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2014,Northwest Territories,2.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2015,Northwest Territories,3.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2016,Northwest Territories,2.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2017,Northwest Territories,5.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2018,Northwest Territories,4.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2019,Northwest Territories,3.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2020,Northwest Territories,3.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2021,Northwest Territories,4.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2022,Northwest Territories,3.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2023,Northwest Territories,3.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2013,Northwest Territories,5.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2014,Northwest Territories,5.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2015,Northwest Territories,6.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2016,Northwest Territories,4.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2017,Northwest Territories,3.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2018,Northwest Territories,3.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2019,Northwest Territories,3.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2020,Northwest Territories,2.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2021,Northwest Territories,1.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2022,Northwest Territories,1.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2023,Northwest Territories,1.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2013,Northwest Territories,3.0,"Legal, accounting and architectural, engineering and related services"
2014,Northwest Territories,3.0,"Legal, accounting and architectural, engineering and related services"
2015,Northwest Territories,2.0,"Legal, accounting and architectural, engineering and related services"
2016,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2017,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2018,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2019,Northwest Territories,2.0,"Legal, accounting and architectural, engineering and related services"
2020,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2021,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2022,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2023,Northwest Territories,1.0,"Legal, accounting and architectural, engineering and related services"
2013,Northwest Territories,4.0,"Computer systems design and other professional, scientific and technical services"
2014,Northwest Territories,7.0,"Computer systems design and other professional, scientific and technical services"
2015,Northwest Territories,12.0,"Computer systems design and other professional, scientific and technical services"
2016,Northwest Territories,4.0,"Computer systems design and other professional, scientific and technical services"
2017,Northwest Territories,1.0,"Computer systems design and other professional, scientific and technical services"
2018,Northwest Territories,1.0,"Computer systems design and other professional, scientific and technical services"
2019,Northwest Territories,1.0,"Computer systems design and other professional, scientific and technical services"
2013,Northwest Territories,4.0,Administrative and support services
2014,Northwest Territories,4.0,Administrative and support services
2015,Northwest Territories,4.0,Administrative and support services
2016,Northwest Territories,3.0,Administrative and support services
2017,Northwest Territories,3.0,Administrative and support services
2018,Northwest Territories,3.0,Administrative and support services
2019,Northwest Territories,3.0,Administrative and support services
2020,Northwest Territories,2.0,Administrative and support services
2021,Northwest Territories,2.0,Administrative and support services
2022,Northwest Territories,2.0,Administrative and support services
2023,Northwest Territories,2.0,Administrative and support services
2013,Northwest Territories,10.0,Waste management and remediation services
2014,Northwest Territories,8.0,Waste management and remediation services
2015,Northwest Territories,10.0,Waste management and remediation services
2016,Northwest Territories,10.0,Waste management and remediation services
2017,Northwest Territories,28.0,Waste management and remediation services
2018,Northwest Territories,26.0,Waste management and remediation services
2019,Northwest Territories,20.0,Waste management and remediation services
2020,Northwest Territories,16.0,Waste management and remediation services
2021,Northwest Territories,17.0,Waste management and remediation services
2022,Northwest Territories,23.0,Waste management and remediation services
2023,Northwest Territories,22.0,Waste management and remediation services
2013,Northwest Territories,8.0,Health care and social assistance
2014,Northwest Territories,6.0,Health care and social assistance
2015,Northwest Territories,6.0,Health care and social assistance
2016,Northwest Territories,6.0,Health care and social assistance
2017,Northwest Territories,7.0,Health care and social assistance
2018,Northwest Territories,6.0,Health care and social assistance
2019,Northwest Territories,6.0,Health care and social assistance
2020,Northwest Territories,5.0,Health care and social assistance
2021,Northwest Territories,6.0,Health care and social assistance
2022,Northwest Territories,6.0,Health care and social assistance
2023,Northwest Territories,5.0,Health care and social assistance
2013,Northwest Territories,1.0,"Arts, entertainment and recreation"
2014,Northwest Territories,1.0,"Arts, entertainment and recreation"
2013,Northwest Territories,36.0,Accommodation and food services
2014,Northwest Territories,34.0,Accommodation and food services
2015,Northwest Territories,28.0,Accommodation and food services
2016,Northwest Territories,29.0,Accommodation and food services
2017,Northwest Territories,57.0,Accommodation and food services
2018,Northwest Territories,56.0,Accommodation and food services
2019,Northwest Territories,45.0,Accommodation and food services
2020,Northwest Territories,31.0,Accommodation and food services
2021,Northwest Territories,30.0,Accommodation and food services
2022,Northwest Territories,27.0,Accommodation and food services
2023,Northwest Territories,26.0,Accommodation and food services
2013,Northwest Territories,4.0,Repair and maintenance
2014,Northwest Territories,4.0,Repair and maintenance
2015,Northwest Territories,5.0,Repair and maintenance
2016,Northwest Territories,4.0,Repair and maintenance
2017,Northwest Territories,6.0,Repair and maintenance
2018,Northwest Territories,6.0,Repair and maintenance
2019,Northwest Territories,4.0,Repair and maintenance
2020,Northwest Territories,3.0,Repair and maintenance
2021,Northwest Territories,4.0,Repair and maintenance
2022,Northwest Territories,3.0,Repair and maintenance
2023,Northwest Territories,3.0,Repair and maintenance
2013,Northwest Territories,0.0,Repair and maintenance
2014,Northwest Territories,0.0,Repair and maintenance
2015,Northwest Territories,0.0,Repair and maintenance
2016,Northwest Territories,0.0,Repair and maintenance
2017,Northwest Territories,0.0,Repair and maintenance
2018,Northwest Territories,0.0,Repair and maintenance
2019,Northwest Territories,0.0,Repair and maintenance
2020,Northwest Territories,0.0,Repair and maintenance
2021,Northwest Territories,0.0,Repair and maintenance
2013,Northwest Territories,0.0,Operating supplies
2014,Northwest Territories,0.0,Operating supplies
2015,Northwest Territories,0.0,Operating supplies
2016,Northwest Territories,0.0,Operating supplies
2017,Northwest Territories,0.0,Operating supplies
2018,Northwest Territories,0.0,Operating supplies
2019,Northwest Territories,0.0,Operating supplies
2020,Northwest Territories,0.0,Operating supplies
2021,Northwest Territories,0.0,Operating supplies
2013,Northwest Territories,0.0,Office supplies
2014,Northwest Territories,0.0,Office supplies
2015,Northwest Territories,0.0,Office supplies
2016,Northwest Territories,0.0,Office supplies
2017,Northwest Territories,0.0,Office supplies
2018,Northwest Territories,0.0,Office supplies
2019,Northwest Territories,0.0,Office supplies
2020,Northwest Territories,0.0,Office supplies
2021,Northwest Territories,0.0,Office supplies
2013,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2014,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2015,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2016,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2017,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2018,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2019,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2020,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2021,Northwest Territories,0.0,"Advertising, promotion, meals, entertainment, and travel"
2013,Northwest Territories,0.0,Transportation margins
2014,Northwest Territories,0.0,Transportation margins
2015,Northwest Territories,0.0,Transportation margins
2016,Northwest Territories,0.0,Transportation margins
2017,Northwest Territories,0.0,Transportation margins
2018,Northwest Territories,0.0,Transportation margins
2019,Northwest Territories,0.0,Transportation margins
2020,Northwest Territories,0.0,Transportation margins
2021,Northwest Territories,0.0,Transportation margins
2013,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2014,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2015,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2016,Northwest Territories,3.0,Miscellaneous non-profit institutions serving households
2017,Northwest Territories,4.0,Miscellaneous non-profit institutions serving households
2018,Northwest Territories,3.0,Miscellaneous non-profit institutions serving households
2019,Northwest Territories,3.0,Miscellaneous non-profit institutions serving households
2020,Northwest Territories,3.0,Miscellaneous non-profit institutions serving households
2021,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2022,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2023,Northwest Territories,2.0,Miscellaneous non-profit institutions serving households
2013,Northwest Territories,12.0,Educational services (except universities)
2014,Northwest Territories,13.0,Educational services (except universities)
2015,Northwest Territories,18.0,Educational services (except universities)
2016,Northwest Territories,7.0,Educational services (except universities)
2017,Northwest Territories,3.0,Educational services (except universities)
2018,Northwest Territories,3.0,Educational services (except universities)
2019,Northwest Territories,4.0,Educational services (except universities)
2020,Northwest Territories,4.0,Educational services (except universities)
2021,Northwest Territories,3.0,Educational services (except universities)
2022,Northwest Territories,3.0,Educational services (except universities)
2023,Northwest Territories,2.0,Educational services (except universities)
2013,Northwest Territories,6.0,Hospitals
2014,Northwest Territories,5.0,Hospitals
2015,Northwest Territories,12.0,Hospitals
2016,Northwest Territories,9.0,Hospitals
2017,Northwest Territories,15.0,Hospitals
2018,Northwest Territories,17.0,Hospitals
2019,Northwest Territories,15.0,Hospitals
2020,Northwest Territories,17.0,Hospitals
2021,Northwest Territories,19.0,Hospitals
2022,Northwest Territories,19.0,Health care and social assistance (except nursing and residential care facilities)
2023,Northwest Territories,18.0,Health care and social assistance (except nursing and residential care facilities)
2019,Northwest Territories,1.0,Nursing and residential care facilities
2020,Northwest Territories,1.0,Nursing and residential care facilities
2021,Northwest Territories,1.0,Nursing and residential care facilities
2022,Northwest Territories,1.0,Nursing and residential care facilities
2023,Northwest Territories,1.0,Nursing and residential care facilities
2013,Northwest Territories,16.0,Other federal government services
2014,Northwest Territories,59.0,Other federal government services
2015,Northwest Territories,25.0,Other federal government services
2016,Northwest Territories,18.0,Other federal government services
2017,Northwest Territories,32.0,Other federal government services
2018,Northwest Territories,26.0,Other federal government services
2019,Northwest Territories,28.0,Other federal government services
2020,Northwest Territories,19.0,Other federal government services
2021,Northwest Territories,26.0,Other federal government services
2022,Northwest Territories,36.0,Other federal government services
2023,Northwest Territories,34.0,Other federal government services
2013,Northwest Territories,187.0,Other provincial and territorial government services
2014,Northwest Territories,183.0,Other provincial and territorial government services
2015,Northwest Territories,163.0,Other provincial and territorial government services
2016,Northwest Territories,141.0,Other provincial and territorial government services
2017,Northwest Territories,220.0,Other provincial and territorial government services
2018,Northwest Territories,173.0,Other provincial and territorial government services
2019,Northwest Territories,151.0,Other provincial and territorial government services
2020,Northwest Territories,160.0,Other provincial and territorial government services
2021,Northwest Territories,189.0,Other provincial and territorial government services
2022,Northwest Territories,207.0,Other provincial and territorial government services
2023,Northwest Territories,202.0,Other provincial and territorial government services
2013,Northwest Territories,29.0,Other municipal government services
2014,Northwest Territories,29.0,Other municipal government services
2015,Northwest Territories,33.0,Other municipal government services
2016,Northwest Territories,37.0,Other municipal government services
2017,Northwest Territories,62.0,Other municipal government services
2018,Northwest Territories,56.0,Other municipal government services
2019,Northwest Territories,47.0,Other municipal government services
2020,Northwest Territories,49.0,Other municipal government services
2021,Northwest Territories,43.0,Other municipal government services
2022,Northwest Territories,44.0,Other municipal government services
2023,Northwest Territories,42.0,Other municipal government services
2013,Northwest Territories,18.0,Other Indigenous government services
2014,Northwest Territories,21.0,Other Indigenous government services
2015,Northwest Territories,29.0,Other Indigenous government services
2016,Northwest Territories,11.0,Other Indigenous government services
2017,Northwest Territories,55.0,Other Indigenous government services
2018,Northwest Territories,49.0,Other Indigenous government services
2019,Northwest Territories,53.0,Other Indigenous government services
2020,Northwest Territories,59.0,Other Indigenous government services
2021,Northwest Territories,96.0,Other Indigenous government services
2022,Northwest Territories,164.0,Other Indigenous government services
2023,Northwest Territories,161.0,Other Indigenous government services
2013,Northwest Territories,65.0,Households: Motor fuels and lubricants
2014,Northwest Territories,77.0,Households: Motor fuels and lubricants
2015,Northwest Territories,81.0,Households: Motor fuels and lubricants
2016,Northwest Territories,81.0,Households: Motor fuels and lubricants
2017,Northwest Territories,73.0,Households: Motor fuels and lubricants
2018,Northwest Territories,74.0,Households: Motor fuels and lubricants
2019,Northwest Territories,78.0,Households: Motor fuels and lubricants
2020,Northwest Territories,67.0,Households: Motor fuels and lubricants
2021,Northwest Territories,64.0,Households: Motor fuels and lubricants
2022,Northwest Territories,66.0,Households: Motor fuels and lubricants
2023,Northwest Territories,60.0,Households: Motor fuels and lubricants
2013,Northwest Territories,85.0,Households: Electricity and other fuels
2014,Northwest Territories,100.0,Households: Electricity and other fuels
2015,Northwest Territories,96.0,Households: Electricity and other fuels
2016,Northwest Territories,69.0,Households: Electricity and other fuels
2017,Northwest Territories,56.0,Households: Electricity and other fuels
2018,Northwest Territories,62.0,Households: Electricity and other fuels
2019,Northwest Territories,64.0,Households: Electricity and other fuels
2020,Northwest Territories,56.0,Households: Electricity and other fuels
2021,Northwest Territories,52.0,Households: Electricity and other fuels
2022,Northwest Territories,57.0,Households: Electricity and other fuels
2023,Northwest Territories,51.0,Households: Electricity and other fuels
2013,Northwest Territories,36.0,Balancing item: Waste
2014,Northwest Territories,36.0,Balancing item: Waste
2015,Northwest Territories,37.0,Balancing item: Waste
2016,Northwest Territories,37.0,Balancing item: Waste
2017,Northwest Territories,38.0,Balancing item: Waste
2018,Northwest Territories,38.0,Balancing item: Waste
2019,Northwest Territories,39.0,Balancing item: Waste
2020,Northwest Territories,40.0,Balancing item: Waste
2021,Northwest Territories,41.0,Balancing item: Waste
2022,Northwest Territories,42.0,Balancing item: Waste
2023,Northwest Territories,43.0,Balancing item: Waste
2013,Northwest Territories,-7.0,Balancing item: Biomass
2014,Northwest Territories,-7.0,Balancing item: Biomass
2015,Northwest Territories,-7.0,Balancing item: Biomass
2016,Northwest Territories,-11.0,Balancing item: Biomass
2017,Northwest Territories,-14.0,Balancing item: Biomass
2018,Northwest Territories,-13.0,Balancing item: Biomass
2019,Northwest Territories,-15.0,Balancing item: Biomass
2020,Northwest Territories,-14.0,Balancing item: Biomass
2021,Northwest Territories,-14.0,Balancing item: Biomass
2022,Northwest Territories,-14.0,Balancing item: Biomass
2023,Northwest Territories,-14.0,Balancing item: Biomass
2013,Northwest Territories,-446.0,Balancing item: Motor fuels
2014,Northwest Territories,-522.0,Balancing item: Motor fuels
2015,Northwest Territories,-549.0,Balancing item: Motor fuels
2016,Northwest Territories,-486.0,Balancing item: Motor fuels
2017,Northwest Territories,-617.0,Balancing item: Motor fuels
2018,Northwest Territories,-611.0,Balancing item: Motor fuels
2019,Northwest Territories,-532.0,Balancing item: Motor fuels
2020,Northwest Territories,-384.0,Balancing item: Motor fuels
2021,Northwest Territories,-441.0,Balancing item: Motor fuels
2022,Northwest Territories,-473.0,Balancing item: Motor fuels
2023,Northwest Territories,-457.0,Balancing item: Motor fuels
2013,Northwest Territories,-234.0,Balancing item: Aviation
2014,Northwest Territories,-236.0,Balancing item: Aviation
2015,Northwest Territories,-190.0,Balancing item: Aviation
2016,Northwest Territories,-224.0,Balancing item: Aviation
2017,Northwest Territories,-210.0,Balancing item: Aviation
2018,Northwest Territories,-147.0,Balancing item: Aviation
2019,Northwest Territories,-164.0,Balancing item: Aviation
2020,Northwest Territories,-127.0,Balancing item: Aviation
2021,Northwest Territories,-131.0,Balancing item: Aviation
2022,Northwest Territories,-118.0,Balancing item: Aviation
2023,Northwest Territories,-137.0,Balancing item: Aviation
2013,Northwest Territories,24.0,Balancing item: Synthetic fluorinated gases
2014,Northwest Territories,26.0,Balancing item: Synthetic fluorinated gases
2015,Northwest Territories,27.0,Balancing item: Synthetic fluorinated gases
2016,Northwest Territories,27.0,Balancing item: Synthetic fluorinated gases
2017,Northwest Territories,29.0,Balancing item: Synthetic fluorinated gases
2018,Northwest Territories,31.0,Balancing item: Synthetic fluorinated gases
2019,Northwest Territories,30.0,Balancing item: Synthetic fluorinated gases
2020,Northwest Territories,29.0,Balancing item: Synthetic fluorinated gases
2021,Northwest Territories,28.0,Balancing item: Synthetic fluorinated gases
2022,Northwest Territories,27.0,Balancing item: Synthetic fluorinated gases
2023,Northwest Territories,26.0,Balancing item: Synthetic fluorinated gases
2013,Northwest Territories,1.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2014,Northwest Territories,3.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2015,Northwest Territories,2.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2016,Northwest Territories,2.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2017,Northwest Territories,2.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2018,Northwest Territories,1.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2019,Northwest Territories,-1.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2020,Northwest Territories,-5.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2021,Northwest Territories,-5.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2022,Northwest Territories,-4.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2023,Northwest Territories,-4.0,Balancing item: Non-energy Products from Fuels and Solvent Use
2013,Northwest Territories,127.0,Balancing item: Other differences
2014,Northwest Territories,109.0,Balancing item: Other differences
2015,Northwest Territories,138.0,Balancing item: Other differences
2016,Northwest Territories,113.0,Balancing item: Other differences
2017,Northwest Territories,166.0,Balancing item: Other differences
2018,Northwest Territories,169.0,Balancing item: Other differences
2019,Northwest Territories,172.0,Balancing item: Other differences
2020,Northwest Territories,139.0,Balancing item: Other differences
2021,Northwest Territories,165.0,Balancing item: Other differences
2022,Northwest Territories,185.0,Balancing item: Other differences
2023,Northwest Territories,183.0,Balancing item: Other differences
2013,Nunavut,0.0,Crop and animal production
2014,Nunavut,0.0,Crop and animal production (except cannabis)
2015,Nunavut,0.0,Crop and animal production (except cannabis)
2016,Nunavut,0.0,Crop and animal production (except cannabis)
2017,Nunavut,0.0,Crop and animal production (except cannabis)
2018,Nunavut,0.0,Crop and animal production (except cannabis)
2014,Nunavut,0.0,Cannabis production (licensed)
2015,Nunavut,0.0,Cannabis production (licensed)
2016,Nunavut,0.0,Cannabis production (licensed)
2017,Nunavut,0.0,Cannabis production (licensed)
2018,Nunavut,0.0,Cannabis production (licensed)
2019,Nunavut,0.0,Cannabis production (licensed)
2020,Nunavut,0.0,Cannabis production (licensed)
2021,Nunavut,0.0,Cannabis production (licensed)
2022,Nunavut,0.0,Cannabis production (licensed)
2023,Nunavut,0.0,Cannabis production (licensed)
2014,Nunavut,0.0,Cannabis production (unlicensed)
2015,Nunavut,0.0,Cannabis production (unlicensed)
2016,Nunavut,0.0,Cannabis production (unlicensed)
2017,Nunavut,0.0,Cannabis production (unlicensed)
2018,Nunavut,0.0,Cannabis production (unlicensed)
2019,Nunavut,0.0,Cannabis production (unlicensed)
2020,Nunavut,0.0,Cannabis production (unlicensed)
2021,Nunavut,0.0,Cannabis production (unlicensed)
2022,Nunavut,0.0,Cannabis production (unlicensed)
2023,Nunavut,0.0,Cannabis production (unlicensed)
2013,Nunavut,0.0,Forestry and logging
2014,Nunavut,0.0,Forestry and logging
2015,Nunavut,0.0,Forestry and logging
2016,Nunavut,0.0,Forestry and logging
2017,Nunavut,0.0,Forestry and logging
2018,Nunavut,0.0,Forestry and logging
2017,Nunavut,1.0,"Fishing, hunting and trapping"
2019,Nunavut,1.0,"Fishing, hunting and trapping"
2020,Nunavut,1.0,"Fishing, hunting and trapping"
2021,Nunavut,2.0,"Fishing, hunting and trapping"
2022,Nunavut,7.0,"Fishing, hunting and trapping"
2023,Nunavut,7.0,"Fishing, hunting and trapping"
2013,Nunavut,0.0,Support activities for agriculture and forestry
2014,Nunavut,0.0,Support activities for agriculture and forestry
2015,Nunavut,0.0,Support activities for agriculture and forestry
2016,Nunavut,0.0,Support activities for agriculture and forestry
2017,Nunavut,0.0,Support activities for agriculture and forestry
2018,Nunavut,0.0,Support activities for agriculture and forestry
2013,Nunavut,0.0,Oil and gas extraction
2014,Nunavut,0.0,Oil and gas extraction
2015,Nunavut,0.0,Oil and gas extraction
2016,Nunavut,0.0,Oil and gas extraction
2017,Nunavut,0.0,Oil and gas extraction
2018,Nunavut,0.0,Oil and gas extraction
2013,Nunavut,0.0,Coal mining
2014,Nunavut,0.0,Coal mining
2015,Nunavut,0.0,Coal mining
2016,Nunavut,0.0,Coal mining
2017,Nunavut,0.0,Coal mining
2018,Nunavut,0.0,Coal mining
2013,Nunavut,203.0,Metal ore mining
2014,Nunavut,195.0,Metal ore mining
2015,Nunavut,204.0,Metal ore mining
2016,Nunavut,297.0,Metal ore mining
2017,Nunavut,305.0,Metal ore mining
2018,Nunavut,353.0,Metal ore mining
2019,Nunavut,492.0,Metal ore mining
2020,Nunavut,508.0,Metal ore mining
2021,Nunavut,373.0,Metal ore mining
2022,Nunavut,505.0,Metal ore mining
2023,Nunavut,669.0,Metal ore mining
2013,Nunavut,0.0,Non-metallic mineral mining and quarrying
2014,Nunavut,0.0,Non-metallic mineral mining and quarrying
2015,Nunavut,0.0,Non-metallic mineral mining and quarrying
2016,Nunavut,0.0,Non-metallic mineral mining and quarrying
2017,Nunavut,0.0,Non-metallic mineral mining and quarrying
2018,Nunavut,0.0,Non-metallic mineral mining and quarrying
2013,Nunavut,122.0,Support activities for mining and oil and gas extraction
2014,Nunavut,34.0,Support activities for mining and oil and gas extraction
2015,Nunavut,43.0,Support activities for mining and oil and gas extraction
2016,Nunavut,26.0,Support activities for mining and oil and gas extraction
2017,Nunavut,30.0,Support activities for mining and oil and gas extraction
2018,Nunavut,26.0,Support activities for mining and oil and gas extraction
2019,Nunavut,22.0,Support activities for mining and oil and gas extraction
2020,Nunavut,15.0,Support activities for mining and oil and gas extraction
2021,Nunavut,15.0,Support activities for mining and oil and gas extraction
2022,Nunavut,12.0,Support activities for mining and oil and gas extraction
2023,Nunavut,12.0,Support activities for mining and oil and gas extraction
2013,Nunavut,69.0,"Electric power generation, transmission and distribution"
2014,Nunavut,118.0,"Electric power generation, transmission and distribution"
2015,Nunavut,114.0,"Electric power generation, transmission and distribution"
2016,Nunavut,135.0,"Electric power generation, transmission and distribution"
2017,Nunavut,137.0,"Electric power generation, transmission and distribution"
2018,Nunavut,164.0,"Electric power generation, transmission and distribution"
2019,Nunavut,162.0,"Electric power generation, transmission and distribution"
2020,Nunavut,150.0,"Electric power generation, transmission and distribution"
2021,Nunavut,156.0,"Electric power generation, transmission and distribution"
2022,Nunavut,152.0,"Electric power generation, transmission and distribution"
2023,Nunavut,153.0,"Electric power generation, transmission and distribution"
2013,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2014,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2015,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2016,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2017,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2018,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2019,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2020,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2022,Nunavut,0.0,"Natural gas distribution, water, sewage and other systems"
2017,Nunavut,1.0,Transportation engineering construction
2013,Nunavut,0.0,Communication engineering construction
2013,Nunavut,7.0,Other engineering construction
2014,Nunavut,6.0,Other engineering construction
2015,Nunavut,4.0,Other engineering construction
2016,Nunavut,4.0,Other engineering construction
2017,Nunavut,6.0,Other engineering construction
2018,Nunavut,11.0,Other engineering construction
2019,Nunavut,7.0,Other engineering construction
2020,Nunavut,3.0,Other engineering construction
2021,Nunavut,6.0,Other engineering construction
2022,Nunavut,7.0,Other engineering construction
2023,Nunavut,7.0,Other engineering construction
2013,Nunavut,1.0,Repair construction
2015,Nunavut,1.0,Repair construction
2016,Nunavut,2.0,Repair construction
2017,Nunavut,1.0,Repair construction
2018,Nunavut,1.0,Repair construction
2019,Nunavut,1.0,Repair construction
2020,Nunavut,1.0,Repair construction
2021,Nunavut,1.0,Repair construction
2022,Nunavut,1.0,Repair construction
2023,Nunavut,1.0,Repair construction
2016,Nunavut,1.0,Other activities of the construction industry
2019,Nunavut,1.0,Other activities of the construction industry
2021,Nunavut,1.0,Other activities of the construction industry
2022,Nunavut,1.0,Other activities of the construction industry
2023,Nunavut,1.0,Other activities of the construction industry
2013,Nunavut,0.0,Animal food manufacturing
2014,Nunavut,0.0,Animal food manufacturing
2015,Nunavut,0.0,Animal food manufacturing
2016,Nunavut,0.0,Animal food manufacturing
2017,Nunavut,0.0,Animal food manufacturing
2018,Nunavut,0.0,Animal food manufacturing
2013,Nunavut,0.0,Sugar and confectionery product manufacturing
2014,Nunavut,0.0,Sugar and confectionery product manufacturing
2015,Nunavut,0.0,Sugar and confectionery product manufacturing
2016,Nunavut,0.0,Sugar and confectionery product manufacturing
2017,Nunavut,0.0,Sugar and confectionery product manufacturing
2018,Nunavut,0.0,Sugar and confectionery product manufacturing
2013,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2014,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2015,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2016,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2017,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2018,Nunavut,0.0,Fruit and vegetable preserving and specialty food manufacturing
2013,Nunavut,0.0,Dairy product manufacturing
2014,Nunavut,0.0,Dairy product manufacturing
2015,Nunavut,0.0,Dairy product manufacturing
2016,Nunavut,0.0,Dairy product manufacturing
2017,Nunavut,0.0,Dairy product manufacturing
2018,Nunavut,0.0,Dairy product manufacturing
2013,Nunavut,0.0,Meat product manufacturing
2014,Nunavut,0.0,Meat product manufacturing
2015,Nunavut,0.0,Meat product manufacturing
2016,Nunavut,0.0,Meat product manufacturing
2017,Nunavut,0.0,Meat product manufacturing
2018,Nunavut,0.0,Meat product manufacturing
2013,Nunavut,7.0,Seafood product preparation and packaging
2014,Nunavut,2.0,Seafood product preparation and packaging
2015,Nunavut,2.0,Seafood product preparation and packaging
2016,Nunavut,1.0,Seafood product preparation and packaging
2017,Nunavut,1.0,Seafood product preparation and packaging
2018,Nunavut,1.0,Seafood product preparation and packaging
2019,Nunavut,1.0,Seafood product preparation and packaging
2021,Nunavut,1.0,Seafood product preparation and packaging
2022,Nunavut,1.0,Seafood product preparation and packaging
2023,Nunavut,1.0,Seafood product preparation and packaging
2013,Nunavut,0.0,Miscellaneous food manufacturing
2014,Nunavut,0.0,Miscellaneous food manufacturing
2015,Nunavut,0.0,Miscellaneous food manufacturing
2016,Nunavut,0.0,Miscellaneous food manufacturing
2017,Nunavut,0.0,Miscellaneous food manufacturing
2018,Nunavut,0.0,Miscellaneous food manufacturing
2013,Nunavut,0.0,Soft drink and ice manufacturing
2014,Nunavut,0.0,Soft drink and ice manufacturing
2015,Nunavut,0.0,Soft drink and ice manufacturing
2016,Nunavut,0.0,Soft drink and ice manufacturing
