*Stations2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Definitions_Définitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DataSources_SourcesdesDonnées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**********Stations2024**********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory_EN,Province/territoire_FR,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date,Combined_Stations,Inlet_Height_m,Network,SO2,CO,NO2,NO,NOX,O3,PM2.5_Continuous,PM10_Continuous,PM2.5_RM,PM10_Integrated,PM2.5-10,PM2.5_Speciation,VOC,Carbonyl,PAC,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
103202,GOLDEN - HOSPITAL HELIPAD,1,835 9TH AVENUE SOUTH,GOLDEN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0A 1H0,-8,51.29749722,-116.9668528,791,1999-02-11,,,2,N,,,,,,,X,X,X,,X,X,X,,,PE,SU,P2,R,U,0326. Golden,39. Columbia-Shuswap,"007. Golden, T",none,British Columbia - Southern Interior,
103203,GOLDEN - CPR,0,CPR YARD,GOLDEN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,51.27,-116.93083,789,2005-01-01,2009-12-31,,,N,,,,,,,X,X,,,,,,,,RB,NU,P2,O,R,none,39. Columbia-Shuswap,"011. Columbia-Shuswap A, RDA",none,British Columbia - Southern Interior,
103204,GOLDEN - GOLF COURSE,0,576 GOLD COURSE ROAD,GOLDEN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,51.3325,-117.00667,786,2005-01-01,2006-11-22,,,N,,,,,,,X,X,,,,,,,,RB,NU,P2,F,R,none,39. Columbia-Shuswap,"011. Columbia-Shuswap A, RDA",none,British Columbia - Southern Interior,
103205,GOLDEN - TOWNSITE,0,835 9TH AVENUE SOUTH,GOLDEN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,51.2958,-116.972,788,2005-01-01,2007-02-28,,,N,X,X,X,X,,X,X,X,,,,,,,,PE,SU,P2,R,N,0326. Golden,39. Columbia-Shuswap,"007. Golden, T",none,British Columbia - Southern Interior,
103302,NELSON - KUTENAI PLACE,0,333 VICTORIA STREET,NELSON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.49055,-117.295381,562,2005-03-23,2015-04-23,,5,N,,,,,,X,X,X,,,,,,,,PE,SU,P3,C,U,0574. Nelson,03. Central Kootenay,"015. Nelson, CY","907. Nelson, CA/AR",British Columbia - Southern Interior,
103402,REVELSTOKE - MT. BEGBIE SCHOOL,0,414 DOWNIE STREET,REVELSTOKE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,50.9918,-118.1881333,445,2002-02-15,2012-07-16,,4,N,,,,,,,X,X,,,,,,,,PE,SU,P2,R,N,0700. Revelstoke,39. Columbia-Shuswap,"019. Revelstoke, CY",none,British Columbia - Southern Interior,
103502,CASTLEGAR - ZINIO PLACE,1,801 9TH AVENUE,CASTLEGAR,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V1N 1M6,-8,49.317698,-117.661527,407,2011-07-11,,,,N,X,X,X,X,X,X,X,X,,,,,,,,PE,SU,P2,R,N,0146. Castlegar,03. Central Kootenay,"045. Castlegar, CY",none,British Columbia - Southern Interior,
103602,MISSION,1,32964 9th Avenue,MISSION,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V2V 2J1,-8,49.14149,-122.311078,74,2014-07-31,,,,N,,,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,N,1560. Mission,09. Fraser Valley,"056. Mission, DM","932. Abbotsford - Mission, CMA/RMR",British Columbia - Lower Fraser Valley,
103701,CHETWYND,0,WINDREM ELEMENTARY SCHOOL,CHETWYND,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0C 1J0,-8,55.6699,-121.632,582,2006-12-22,2020-01-28,,,N,,,,,,,,,X,,,,,,,RB,NU,P2,F,R,none,55. Peace River,"023. Peace River E, RDA",none,British Columbia - Northwest,2
103702,PINE RIVER - GAS PLANT,0,GAS PLANT SITE,PINE RIVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,55.57453056,-121.9212472,1159,2005-02-01,2021-12-31,,,N,X,,,,,,,,,,,,,,,PS,NU,P1,O,N,none,55. Peace River,"023. Peace River E, RDA",none,British Columbia - Northwest,
103703,PINE RIVER - HASLER - 1,0,GAS PLANT SITE,CHETWYND,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,55.60376,-121.96866,602,2005-01-01,2008-12-31,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,F,R,none,55. Peace River,"023. Peace River E, RDA",none,British Columbia - Northwest,
103704,PINE RIVER - HASLER - 2,0,PINE RIVER GAS PLANT,PINE RIVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,55.6056,-121.9722,610,2010-01-06,2021-12-31,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,F,R,none,55. Peace River,"023. Peace River E, RDA",none,British Columbia - Northwest,
103901,KITIMAT - RIVERLODGE,1,651 COLUMBIA AVE W,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V8C 1V4,-8,54.05389,-128.671436,18,1998-08-11,,,4,N,X,,,,,,X,X,,,,,,,,PE,SU,P2,R,N,0420. Kitimat,49. Kitimat-Stikine,"005. Kitimat, DM",none,British Columbia - Coastal,
103902,KITIMAT - HAUL ROAD,0,HAULAGE ROAD,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.029194,-128.70269,11,2005-01-01,2022-12-31,,4,N,X,,,,,,X,X,,,,,,,,PS,NU,P2,I,M,none,49. Kitimat-Stikine,"005. Kitimat, DM",none,British Columbia - Coastal,
103903,KITIMAT - RAIL,0,CN RAIL YARD,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.06111,-128.68722,20,2005-01-01,2010-06-25,,,N,X,,X,X,,,X,X,,,,,,,,PE,NU,P2,I,M,none,49. Kitimat-Stikine,"005. Kitimat, DM",none,British Columbia - Coastal,
103904,KITIMAT - WHITESAIL,1,1332 LAHAKAS BLVD NORTH,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V8C 1G8,-8,54.066909,-128.639131,94,2005-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,,PE,SU,P2,R,N,0420. Kitimat,49. Kitimat-Stikine,"005. Kitimat, DM",none,British Columbia - Coastal,
103905,KITIMAT - HAISLA VILLAGE,1,347 HAISLA AVENUE,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0T 2B0,-8,53.973228,-128.650768,5,2010-08-23,,,,N,X,,,,,,X,,,,,,,,,PE,NU,P2,R,N,none,49. Kitimat-Stikine,"803. Kitamaat 2, IRI",none,British Columbia - Coastal,
103906,KITIMAT - RIO TINTO ALCAN PLANT,0,#1 SMELTERSITE ROAD,KITIMAT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.0194,-128.7042,17,2010-09-07,2015-01-01,,,N,X,,,,,,X,,,,,,,,,PS,NU,P1,I,M,none,49. Kitimat-Stikine,"005. Kitimat, DM",none,British Columbia - Coastal,
104003,VERNON - SCIENCE CENTRE,1,2704 HIGHWAY 6,VERNON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V1T 5G5,-8,50.260617,-119.270723,476,2002-10-15,,,3,N,X,,X,X,X,X,X,X,,,,,,,,T,MU,P3,R,M,0983. Vernon,37. North Okanagan,"014. Vernon, CY","918. Vernon, CA/AR",British Columbia - Southern Interior,
104101,GRAND FORKS - CITY HALL,1,"2217 4TH ST. , CITY HALL",GRAND FORKS,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0H 1H0,-8,49.031168,-118.439088,517,2007-01-01,,,,N,,,,,,,X,,,,,,,,,PE,SU,P2,C,U,0333. Grand Forks,05. Kootenay Boundary,"032. Grand Forks, CY",none,British Columbia - Southern Interior,
104301,TAYLOR - TOWNSITE,1,MCMAHON COMPLEX,TAYLOR,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0C 2K0,-8,56.150186,-120.686985,474,1998-01-01,,,4,N,X,,X,X,X,X,,,,,,,,,,PS,NU,P2,R,N,none,55. Peace River,"030. Taylor, DM","977. Fort St. John, CA/AR",British Columbia - Northwest,
104302,TAYLOR - SOUTH HALL,1,PINGLE CREEK ROAD,TAYLOR,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,56.105871,-120.662779,689,2005-01-01,,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,F,R,none,55. Peace River,"021. Peace River D, RDA","975. Dawson Creek, CA/AR",British Columbia - Northwest,
104303,BESSBOROUGH - 237 RD.,1,237 ROAD,BESSBOROUGH,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0C 1B0,-8,55.7919,-120.4836,665,2016-01-01,,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,A,R,none,55. Peace River,"021. Peace River D, RDA","975. Dawson Creek, CA/AR",British Columbia - Northwest,
104304,FARMINGTON - COMMUNITY HALL,0,4794 PARKLAND ROAD,FARMINGTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0C 1NO,-8,55.913779,-120.533749,696,2014-01-28,2021-12-31,,,N,X,,X,X,X,X,,,,,,,,,,RB,NU,P1,A,R,none,55. Peace River,"021. Peace River D, RDA","975. Dawson Creek, CA/AR",British Columbia - Northwest,
104305,TOMSLAKE - 197 RD. EAST,0,14927 OLD EDMONTON HIGHWAY,TOMSLAKE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0C 2L0,-8,55.62684722,-120.0741028,765,2014-01-01,2015-01-01,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,F,R,none,55. Peace River,"021. Peace River D, RDA","975. Dawson Creek, CA/AR",British Columbia - Northwest,
104401,PORT EDWARD - PACIFIC,0,770 PACIFIC STREET,PORT EDWARD,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.22083,-130.28972,39,1999-01-01,2005-03-16,,,N,,,,,,,,X,,,,,,,,RB,NU,P1,R,R,none,47. Skeena-Queen Charlotte,"007. Port Edward, DM","955. Prince Rupert, CA/AR",British Columbia - Coastal,
104501,QUADRA ISLAND - LIGHTHOUSE,0,LIGHTHOUSE ROAD,QUADRA ISLAND,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.99972,-125.19444,17,1999-01-01,2009-12-31,,,N,,,,,,,X,X,,,,,,,,PE,NU,P3,F,U,none,24. Strathcona,"817. Cape Mudge 10, IRI",none,British Columbia - Georgia Strait,
104601,TELKWA,0,1304 BIRCH STREET,TELKWA,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.691482,-127.054334,515,1999-01-02,2015-05-08,,2,N,,,,,,,X,X,,,,,,,,PE,SU,P2,R,U,1568. Telkwa,51. Bulkley-Nechako,"038. Telkwa, VL",none,British Columbia - Central Interior,
104701,PRINCE RUPERT - GALLOWAY RAPIDS,0,HIGHWAY 16,PRINCE RUPERT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,54.25972,-130.26806,0,1999-01-01,2004-12-20,,,N,,,,,,,,X,,,,,,,,RB,NU,P2,F,R,none,47. Skeena-Queen Charlotte,012. Prince Rupert,"955. Prince Rupert, CA/AR",British Columbia - Coastal,
104801,DUNCAN - DEYKIN AVE.,1,6364 DEYKIN AVENUE,DUNCAN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V9L 5R2,-8,48.80255,-123.646402,62,1999-01-01,,,2,N,,,,,,,X,X,,,,,,,,PE,SU,P2,A,N,0243. Duncan,19. Cowichan Valley,"008. North Cowichan, DM","937. Duncan, CA/AR",British Columbia - Georgia Strait,
104803,DUNCAN - CAIRNSMORE,0,490 CAIRNSMORE STREET,DUNCAN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,48.784854,-123.715846,62,2009-07-28,2018-01-15,104804,,N,,,X,X,,X,X,,,,,,,,,PE,SU,P3,R,N,0243. Duncan,19. Cowichan Valley,"012. Duncan, CY","937. Duncan, CA/AR",British Columbia - Georgia Strait,
104804,DUNCAN - COLLEGE ST.,1,1050 COLLEGE STREET,DUNCAN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V9L 2E7,-8,48.786114,-123.717307,34,2018-01-20,,104803,,N,,,X,X,X,X,X,,,,,,,,,PE,SU,P3,R,N,0243. Duncan,19. Cowichan Valley,"012. Duncan, CY","937. Duncan, CA/AR",British Columbia - Georgia Strait,
105001,WHISTLER - MEADOW PARK,1,MEADOW PARK,WHISTLER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0N 1B8,-8,50.144285,-122.960402,638,2001-06-01,,,2,N,,,X,X,X,X,X,,X,,,X,,,,PE,SU,P2,P,N,1309. Whistler,31. Squamish-Lillooet,"020. Whistler, DM",none,British Columbia - Georgia Strait,
105101,HOUSTON - FIREHALL,1,"Firehall, 3382 11 street",HOUSTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0J 1Z0,-8,54.398594,-126.646833,602,2000-01-01,,,2,N,,,,,,,X,X,,,,,,,,PE,SU,P2,R,U,1221. Houston,51. Bulkley-Nechako,"034. Houston, DM",none,British Columbia - Central Interior,
105201,BURNS LAKE - FIRE CENTRE,1,"#8 4TH AVE., FIRE CENTRE",BURNS LAKE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0J 1E0,-8,54.230731,-125.764354,710,2000-01-01,,,2,N,,,,,,,X,X,,,,,,,,PE,SU,P2,R,M,0110. Burns Lake,51. Bulkley-Nechako,"022. Burns Lake, VL",none,British Columbia - Central Interior,
105301,LANGDALE - LANGDALE ELEMENTARY,1,1551 JOHNSON RD.,LANGDALE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0N 1V6,-8,49.438848,-123.479185,90,1998-01-01,,,5,N,X,,X,X,X,,X,X,,,,,,,,PE,SU,P2,R,M,0316. Gibsons,29. Sunshine Coast,"028. Sunshine Coast F, RDA",none,British Columbia - Georgia Strait,
105401,BOSTON BAR - RCMP STATION,0,47864 OLD BOSTON BAR ROAD,BOSTON BAR,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0K 1C0,-8,49.86583,-121.4425,162,2001-01-01,2001-12-31,,,N,,,,,,,,X,,,,,,,,RB,NU,P1,R,R,none,09. Fraser Valley,"014. Fraser Valley A, RDA",none,British Columbia - Lower Fraser Valley,
105501,FORT ST. JOHN - NP CULTURAL CENTRE,0,10015 100TH AVENUE,FORT ST. JOHN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V1J 1Y7,-8,56.245855,-120.848363,692,2001-03-08,2015-10-15,,5,N,,,,,,,X,X,,,,,,,,PE,SU,P3,R,U,0298. Fort St. John,55. Peace River,"034. Fort St. John, CY","977. Fort St. John, CA/AR",British Columbia - Northwest,
105503,DOIG RIVER - CULTURAL CENTRE,0,4356 DOIG ROAD,DOIG RIVER,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,56.5781,-120.4975,552,2014-01-01,2015-01-01,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,F,R,none,55. Peace River,"804. Doig River 206, IRI",none,British Columbia - Northwest,
105504,FORT ST. JOHN - LEARNING CENTRE,1,10511 99 AVENUE,FORT ST. JOHN,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE, V1J 1V6,-8,56.24473,-120.8561,679,2014-11-06,,,,N,X,,X,X,X,X,X,X,,,,,,,,PE,SU,P3,R,N,0298. Fort St. John,55. Peace River,"034. Fort St. John, CY","977. Fort St. John, CA/AR",British Columbia - Northwest,
105601,OSOYOOS - SHAW GARDENS,0,6601 89TH STREET,OSOYOOS,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0H 1V0,-8,49.0375,-119.43833,291,2001-08-01,2002-09-09,,,N,X,,X,X,,X,X,X,,,,,,,,PE,SU,P2,A,N,0615. Osoyoos,07. Okanagan-Similkameen,"802. Osoyoos 1, IRI",none,British Columbia - Southern Interior,
105604,OSOYOOS - CANADA CUSTOMS,0,202 HWY 97 SOUTH,OSOYOOS,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.05584,-119.50792,302,2004-11-01,2012-05-01,,,N,X,X,X,X,,X,X,,,,,,,,,RB,NU,P2,A,R,none,07. Okanagan-Similkameen,"022. Okanagan-Similkameen A, RDA",none,British Columbia - Southern Interior,
106101,VALEMOUNT - FIREHALL,1,1380 5TH AVE.,VALEMOUNT,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0E 2Z0,-8,52.832459,-119.269821,800,2015-09-11,,,,N,,,,,,,X,,,,,,,,,RB,NU,P2,R,R,none,53. Fraser-Fort George,"007. Valemount, VL",none,British Columbia - Central Interior,
106401,ROBSON,0,3113 CHARLESTON ROAD,ROBSON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,49.337031,-117.698275,441,2005-01-01,2012-02-29,,,N,X,,,,,,,,,,,,,,,PE,SU,P2,R,N,0146. Castlegar,03. Central Kootenay,"058. Central Kootenay J, RDA",none,British Columbia - Southern Interior,
106501,FORT NELSON - BRUCKER RANCH,0,BLOCK A of DISTRICT LOT 1676,FORT NELSON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,58.57778,-122.58944,483,2005-01-01,2005-09-19,,,N,X,,,,,,,,,,,,,,,RB,NU,P1,O,R,none,59. Northern Rockies,"007. Northern Rockies, RGM",none,British Columbia - Northwest,
106502,FORT NELSON - CHALO SCHOOL,0,CHALO ROAD (FIRST NATIONS RESERVE),FORT NELSON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,58.74806,-122.66222,384,2005-01-01,2009-05-15,,,N,,,,,,,X,X,,,,,,,,RB,NU,P1,R,R,none,59. Northern Rockies,"806. Fort Nelson 2, IRI",none,British Columbia - Northwest,
106503,FORT NELSON - TOWNSITE,0,VILLAGE STREET,FORT NELSON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,58.81028,-122.70417,456,2005-01-01,2005-09-20,,,N,X,,,,,,,,,,,,,,,PE,SU,P2,R,N,0293. Fort Nelson,59. Northern Rockies,"007. Northern Rockies, RGM",none,British Columbia - Northwest,
106700,CROFTON - ESCARPMENT WAY,0,1821 ESCARPMENT WAY,CROFTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,48.838,-123.6552,128,2009-01-01,2013-12-31,106702,,N,X,,X,X,,,X,,,,,,,,,RB,NU,P2,F,R,none,19. Cowichan Valley,"008. North Cowichan, DM","937. Duncan, CA/AR",British Columbia - Georgia Strait,
106701,CROFTON - SUBSTATION,0,8541 HAY ROAD,CROFTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,48.874529,-123.653929,22,2009-01-01,2020-12-31,,,N,X,,X,X,,,X,,,,,,,,,PE,SU,P2,I,M,1375. Crofton,19. Cowichan Valley,"008. North Cowichan, DM","937. Duncan, CA/AR",British Columbia - Georgia Strait,
106702,1821 ESCARPMENT WAY,0,1427 Georgia Park Heights Rd,CROFTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V9L 5W7,-8,48.849649,-123.637031,150,2014-02-13,2018-12-20,106700,,N,X,,,,,,X,,,,,,,,,PS,NU,P2,F,N,none,19. Cowichan Valley,"008. North Cowichan, DM","937. Duncan, CA/AR",British Columbia - Georgia Strait,
106705,CROFTON - CROFTON ELEMENTARY,1,8017 YORK AVE.,CROFTON,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0R 1R0,-8,48.86,-123.64389,38,2019-04-04,,,,N,X,,,,,,X,,,,,,,,,PE,SU,P2,R,N,1375. Crofton,19. Cowichan Valley,"008. North Cowichan, DM","937. Duncan, CA/AR",British Columbia - Georgia Strait,
106800,UCLUELET - AMPHITRITE POINT,0,COAST GUARD DRIVE,UCLUELET,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,48.921799,-125.541209,14,2010-05-13,2017-07-18,,,N,X,X,X,X,,X,X,,,,,,,,,RB,SU,P2,W,R,0959. Ucluelet,23. Alberni-Clayoquot,"019. Ucluelet, DM",none,British Columbia - Coastal,
106900,VANDERHOOF - BAM,1,2441 BUTE ROAD,VANDERHOOF,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V0J 3A0,-8,54.016516,-124.005856,637,2009-08-12,,,,N,,,,,,,X,X,,,,,,,,PE,SU,P2,C,U,0974. Vanderhoof,51. Bulkley-Nechako,"007. Vanderhoof, DM",none,British Columbia - Central Interior,
107000,PORT ALICE - RUMBLE BEACH HOSPITAL,0,1090 MARINE ROAD,PORT ALICE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,50.425418,-127.488513,3,2009-02-03,2015-06-23,,,N,X,,,,,,X,,,,,,,,,PS,NU,P2,W,N,none,43. Mount Waddington,"017. Port Alice, VL",none,British Columbia - Coastal,
107001,PORT ALICE - LAKE ROAD,0,LAKE ROAD,PORT ALICE,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,,-8,50.377968,-127.435293,152,2009-01-01,2015-06-23,,,N,X,,,,,,,,,,,,,,,PS,NU,P1,F,N,none,43. Mount Waddington,"031. Mount Waddington C, RDA",none,British Columbia - Coastal,
107100,COURTENAY - COURTENAY ELEMENTARY SCHOOL,1,1540 MCPHEE AVENUE,COURTENAY,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,V9N 3A5,-8,49.682603,-124.996222,27,2010-05-13,,,,N,,,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,N,0207. Courtenay,26. Comox Valley,"010. Courtenay, CY","943. Courtenay, CA/AR",British Columbia - Georgia Strait,
119001,WHITEHORSE - FEDERAL BUILDING,0,300 MAIN STREET,WHITEHORSE,YUKON,YUKON,Y1A 2B5,-8,60.72028,-135.05472,639,1974-01-01,1991-05-21,,,N,X,X,X,X,,,,,,,,,,,,PE,SU,P3,R,N,1023. Whitehorse,01. Yukon,"009. Whitehorse, CY","990. Whitehorse, CA/AR",Yukon,
119002,WHITEHORSE - ANDREW PHILIPSEN LAW CENTRE,0,2130 - 2ND AVENUE,WHITEHORSE,YUKON,YUKON,Y1A 5C3,-8,60.72028,-135.05472,639,1995-10-01,2001-07-16,,,N,,X,X,X,,,,,,,,,,,,PE,SU,P3,R,na,1023. Whitehorse,01. Yukon,"009. Whitehorse, CY","990. Whitehorse, CA/AR",Yukon,
119003,WHITEHORSE - NAPS HOUSE,0,1091 - FRONT STREET,WHITEHORSE,YUKON,YUKON,Y1A 1A1,-8,60.718609,-135.049193,643,2001-07-24,2012-01-01,119004,,N,,X,X,X,X,X,X,,,,,,,,,PE,SU,P3,R,N,1023. Whitehorse,01. Yukon,"009. Whitehorse, CY","990. Whitehorse, CA/AR",Yukon,
119004,WHITEHORSE - STEELE ST.,1,412 STEELE STREET,WHITEHORSE,YUKON,YUKON,Y1A 2C8,-8,60.71972,-135.05875,640,2011-09-23,,119003,,N,,X,X,X,X,X,X,,X,,,,,,,PE,SU,P3,R,N,1023. Whitehorse,01. Yukon,"009. Whitehorse, CY","990. Whitehorse, CA/AR",Yukon,2
129001,YELLOWKNIFE - POST OFFICE,0,50TH AVE. & 49TH STREET,YELLOWKNIFE,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X1A 1C0,-7,62.455,-114.37167,188,1999-12-26,2005-01-22,,,N,,,,,,,,,X,,X,,,,,PE,SU,P3,C,na,1044. Yellowknife,06. Region 6,"023. Yellowknife, CY","995. Yellowknife, CA/AR",Northwest Territories - North Slave,
129002,YELLOWKNIFE - CITY HALL,0,4807 52ND STREET,YELLOWKNIFE,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X1A 2S2,-7,62.45444,-114.37639,187,1996-01-01,2002-08-31,129003,,N,X,,,,,X,,,,,,,,,,PE,SU,P3,C,N,1044. Yellowknife,06. Region 6,"023. Yellowknife, CY","995. Yellowknife, CA/AR",Northwest Territories - North Slave,
129003,YELLOWKNIFE - SIR JOHN FRANKLIN HIGH SCHOOL,1,"52ND AVE. & 49TH STREET, SIR JOHN FRANKLIN HIGH SCHOOL",YELLOWKNIFE,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X1A 1N9,-7,62.45207,-114.364,193,2003-01-01,,129002,5,N,X,X,X,X,X,X,X,X,X,X,X,,,,,PE,SU,P3,R,N,1044. Yellowknife,06. Region 6,"023. Yellowknife, CY","995. Yellowknife, CA/AR",Northwest Territories - North Slave,2
129102,NORMAN WELLS - ECC REGIONAL OFFICE,1,#7 FORESTRY ROAD N. WELLS,NORMAN WELLS,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X0E 0V0,-7,65.27926,-126.813057,60,2006-01-01,,,,N,X,,X,X,X,X,X,X,,,,,,,,RB,NU,P1,R,R,none,02. Region 2,"007. Norman Wells, T",none,Northwest Territories - Sahtu,
129103,FORT LIARD - AIRPORT,0,AIRPORT,FORT LIARD,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,,-7,60.235937,-123.472869,234,2006-01-01,2012-12-31,,,N,X,,X,X,X,X,X,X,,,,,,,,RB,NU,P1,O,R,none,04. Region 4,"009. Fort Liard, HAM",none,Northwest Territories - Dehcho,
129202,INUVIK - SAMUEL HEARNE SCHOOL,0,KINGMINGYA ROAD / Block 17,INUVIK,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X0E 0T0,-7,68.360052,-133.727206,17,2006-01-01,2011-12-31,129203,,N,X,,X,X,X,X,X,X,,,,,,,,PE,SU,P2,C,N,0388. Inuvik,01. Region 1,"017. Inuvik, T",none,Northwest Territories - Beaufort Delta,
129203,INUVIK - BOMPAS RD.,1,"BOMPAS ROAD (BLOCK21, LOT 4084)",INUVIK,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,X0E 0T0,-7,68.35702037,-133.7140565,30,2011-01-01,,129202,,N,X,X,X,X,X,X,X,X,,,,,,,,PE,SU,P2,R,N,0388. Inuvik,01. Region 1,"017. Inuvik, T",none,Northwest Territories - Beaufort Delta,
129302,IQALUIT - WILDLIFE SERVICES GARAGE,0,RENEWABLE RESOURCES OFFICE,IQALUIT,NUNAVUT,NUNAVUT,X0A 0H0,-5,63.749194,-68.520925,33,2006-07-28,2017-11-15,,5,N,,,,,,,,,X,,,,,,,PE,SU,P2,R,N,0306. Iqaluit,04. Qikiqtaaluk,"003. Iqaluit, CY",none,Nunavut,
129303,IQALUIT - WATERLAB,1,WATER LAB (1307 FEDERAL ROAD),IQALUIT,NUNAVUT,NUNAVUT,X0A 0H0,-5,63.751619,-68.522433,35,2013-12-31,,,,N,X,,X,X,X,X,X,,X,,,,,,,PE,SU,P2,R,N,0306. Iqaluit,04. Qikiqtaaluk,"003. Iqaluit, CY",none,Nunavut,2
129401,ALERT,1,ALERT,ALERT,NUNAVUT,NUNAVUT,,-5,82.45083,-62.5056,187,2003-06-19,,,3,C,,,,,,X,,,,,,,X,,,RB,NU,P1,O,R,none,04. Qikiqtaaluk,"030. Qikiqtaaluk, Unorganized, NO",none,Nunavut,
