Year,Provinces,Emissions,Sectors
2020,Alberta,1520,Balancing item: Synthetic fluorinated gases
2021,Alberta,1441,Balancing item: Synthetic fluorinated gases
2022,Alberta,1409,Balancing item: Synthetic fluorinated gases
2023,Alberta,1379,Balancing item: Synthetic fluorinated gases
2013,Alberta,4025,Balancing item: Non-energy Products from Fuels and Solvent Use
2014,Alberta,3353,Balancing item: Non-energy Products from Fuels and Solvent Use
2015,Alberta,4035,Balancing item: Non-energy Products from Fuels and Solvent Use
2016,Alberta,3555,Balancing item: Non-energy Products from Fuels and Solvent Use
2017,Alberta,2639,Balancing item: Non-energy Products from Fuels and Solvent Use
2018,Alberta,2388,Balancing item: Non-energy Products from Fuels and Solvent Use
2019,Alberta,3090,Balancing item: Non-energy Products from Fuels and Solvent Use
2020,Alberta,2950,Balancing item: Non-energy Products from Fuels and Solvent Use
2021,Alberta,2238,Balancing item: Non-energy Products from Fuels and Solvent Use
2022,Alberta,1940,Balancing item: Non-energy Products from Fuels and Solvent Use
2023,Alberta,1660,Balancing item: Non-energy Products from Fuels and Solvent Use
2013,Alberta,-5177,Balancing item: Other differences
2014,Alberta,-5479,Balancing item: Other differences
2015,Alberta,-5285,Balancing item: Other differences
2016,Alberta,-3890,Balancing item: Other differences
2017,Alberta,-5510,Balancing item: Other differences
2018,Alberta,-5789,Balancing item: Other differences
2019,Alberta,-5712,Balancing item: Other differences
2020,Alberta,-4711,Balancing item: Other differences
2021,Alberta,-5092,Balancing item: Other differences
2022,Alberta,-5971,Balancing item: Other differences
2023,Alberta,-5946,Balancing item: Other differences
2013,British Columbia,3292,Crop and animal production [BS11A00]
2014,British Columbia,3324,Crop and animal production (except cannabis) [BS11B00]
2015,British Columbia,3581,Crop and animal production (except cannabis) [BS11B00]
2016,British Columbia,3905,Crop and animal production (except cannabis) [BS11B00]
2017,British Columbia,3924,Crop and animal production (except cannabis) [BS11B00]
2018,British Columbia,4177,Crop and animal production (except cannabis) [BS11B00]
2019,British Columbia,3860,Crop and animal production (except cannabis) [BS11B00]
2020,British Columbia,3833,Crop and animal production (except cannabis) [BS11B00]
2021,British Columbia,3952,Crop and animal production (except cannabis) [BS11B00]
2022,British Columbia,3818,Crop and animal production (except cannabis) [BS11B00]
2023,British Columbia,3804,Crop and animal production (except cannabis) [BS11B00]
2014,British Columbia,1,Cannabis production (licensed) [BS111CL]
2015,British Columbia,1,Cannabis production (licensed) [BS111CL]
2016,British Columbia,2,Cannabis production (licensed) [BS111CL]
2017,British Columbia,2,Cannabis production (licensed) [BS111CL]
2018,British Columbia,19,Cannabis production (licensed) [BS111CL]
2019,British Columbia,207,Cannabis production (licensed) [BS111CL]
2020,British Columbia,183,Cannabis production (licensed) [BS111CL]
2021,British Columbia,136,Cannabis production (licensed) [BS111CL]
2022,British Columbia,165,Cannabis production (licensed) [BS111CL]
2023,British Columbia,160,Cannabis production (licensed) [BS111CL]
2014,British Columbia,29,Cannabis production (unlicensed) [BS111CU]
2015,British Columbia,43,Cannabis production (unlicensed) [BS111CU]
2016,British Columbia,37,Cannabis production (unlicensed) [BS111CU]
2017,British Columbia,29,Cannabis production (unlicensed) [BS111CU]
2018,British Columbia,20,Cannabis production (unlicensed) [BS111CU]
2019,British Columbia,10,Cannabis production (unlicensed) [BS111CU]
2020,British Columbia,5,Cannabis production (unlicensed) [BS111CU]
2021,British Columbia,8,Cannabis production (unlicensed) [BS111CU]
2022,British Columbia,89,Cannabis production (unlicensed) [BS111CU]
2023,British Columbia,95,Cannabis production (unlicensed) [BS111CU]
2013,British Columbia,3585,Forestry and logging [BS11300]
2014,British Columbia,3278,Forestry and logging [BS11300]
2015,British Columbia,3739,Forestry and logging [BS11300]
2016,British Columbia,3461,Forestry and logging [BS11300]
2017,British Columbia,3507,Forestry and logging [BS11300]
2018,British Columbia,3603,Forestry and logging [BS11300]
2019,British Columbia,2770,Forestry and logging [BS11300]
2020,British Columbia,2382,Forestry and logging [BS11300]
2021,British Columbia,2558,Forestry and logging [BS11300]
2022,British Columbia,1928,Forestry and logging [BS11300]
2023,British Columbia,2016,Forestry and logging [BS11300]
2013,British Columbia,51,"Fishing, hunting and trapping [BS11400]"
2014,British Columbia,78,"Fishing, hunting and trapping [BS11400]"
2015,British Columbia,89,"Fishing, hunting and trapping [BS11400]"
2016,British Columbia,88,"Fishing, hunting and trapping [BS11400]"
2017,British Columbia,101,"Fishing, hunting and trapping [BS11400]"
2018,British Columbia,135,"Fishing, hunting and trapping [BS11400]"
2019,British Columbia,124,"Fishing, hunting and trapping [BS11400]"
2020,British Columbia,124,"Fishing, hunting and trapping [BS11400]"
2021,British Columbia,159,"Fishing, hunting and trapping [BS11400]"
2022,British Columbia,195,"Fishing, hunting and trapping [BS11400]"
2023,British Columbia,198,"Fishing, hunting and trapping [BS11400]"
2013,British Columbia,153,Support activities for agriculture and forestry [BS11500]
2014,British Columbia,177,Support activities for agriculture and forestry [BS11500]
2015,British Columbia,256,Support activities for agriculture and forestry [BS11500]
2016,British Columbia,263,Support activities for agriculture and forestry [BS11500]
2017,British Columbia,297,Support activities for agriculture and forestry [BS11500]
2018,British Columbia,324,Support activities for agriculture and forestry [BS11500]
2019,British Columbia,284,Support activities for agriculture and forestry [BS11500]
2020,British Columbia,264,Support activities for agriculture and forestry [BS11500]
2021,British Columbia,328,Support activities for agriculture and forestry [BS11500]
2022,British Columbia,307,Support activities for agriculture and forestry [BS11500]
2023,British Columbia,310,Support activities for agriculture and forestry [BS11500]
2013,British Columbia,14350,Oil and gas extraction [BS21100]
2014,British Columbia,14223,Oil and gas extraction [BS21100]
2015,British Columbia,13197,Oil and gas extraction [BS21100]
2016,British Columbia,12001,Oil and gas extraction [BS21100]
2017,British Columbia,11819,Oil and gas extraction [BS21100]
2018,British Columbia,11955,Oil and gas extraction [BS21100]
2019,British Columbia,11023,Oil and gas extraction [BS21100]
2020,British Columbia,11190,Oil and gas extraction [BS21100]
2021,British Columbia,10525,Oil and gas extraction [BS21100]
2022,British Columbia,10095,Oil and gas extraction [BS21100]
2023,British Columbia,9402,Oil and gas extraction [BS21100]
2013,British Columbia,2287,Coal mining [BS21210]
2014,British Columbia,1917,Coal mining [BS21210]
2015,British Columbia,1984,Coal mining [BS21210]
2016,British Columbia,2711,Coal mining [BS21210]
2017,British Columbia,2847,Coal mining [BS21210]
2018,British Columbia,3195,Coal mining [BS21210]
2019,British Columbia,3547,Coal mining [BS21210]
2020,British Columbia,3184,Coal mining [BS21210]
2021,British Columbia,3371,Coal mining [BS21210]
2022,British Columbia,3837,Coal mining [BS21210]
2023,British Columbia,3701,Coal mining [BS21210]
2013,British Columbia,460,Metal ore mining [BS21220]
2014,British Columbia,572,Metal ore mining [BS21220]
2015,British Columbia,576,Metal ore mining [BS21220]
2016,British Columbia,554,Metal ore mining [BS21220]
2017,British Columbia,607,Metal ore mining [BS21220]
2018,British Columbia,623,Metal ore mining [BS21220]
2019,British Columbia,630,Metal ore mining [BS21220]
2020,British Columbia,536,Metal ore mining [BS21220]
2021,British Columbia,559,Metal ore mining [BS21220]
2022,British Columbia,549,Metal ore mining [BS21220]
2023,British Columbia,654,Metal ore mining [BS21220]
2013,British Columbia,70,Non-metallic mineral mining and quarrying [BS21230]
2014,British Columbia,68,Non-metallic mineral mining and quarrying [BS21230]
2015,British Columbia,67,Non-metallic mineral mining and quarrying [BS21230]
2016,British Columbia,72,Non-metallic mineral mining and quarrying [BS21230]
2017,British Columbia,66,Non-metallic mineral mining and quarrying [BS21230]
2018,British Columbia,127,Non-metallic mineral mining and quarrying [BS21230]
2019,British Columbia,74,Non-metallic mineral mining and quarrying [BS21230]
2020,British Columbia,134,Non-metallic mineral mining and quarrying [BS21230]
2021,British Columbia,119,Non-metallic mineral mining and quarrying [BS21230]
2022,British Columbia,71,Non-metallic mineral mining and quarrying [BS21230]
2023,British Columbia,161,Non-metallic mineral mining and quarrying [BS21230]
2013,British Columbia,314,Support activities for mining and oil and gas extraction [BS21300]
2014,British Columbia,312,Support activities for mining and oil and gas extraction [BS21300]
2015,British Columbia,450,Support activities for mining and oil and gas extraction [BS21300]
2016,British Columbia,395,Support activities for mining and oil and gas extraction [BS21300]
2017,British Columbia,439,Support activities for mining and oil and gas extraction [BS21300]
2018,British Columbia,368,Support activities for mining and oil and gas extraction [BS21300]
2019,British Columbia,317,Support activities for mining and oil and gas extraction [BS21300]
2020,British Columbia,413,Support activities for mining and oil and gas extraction [BS21300]
2021,British Columbia,539,Support activities for mining and oil and gas extraction [BS21300]
2022,British Columbia,584,Support activities for mining and oil and gas extraction [BS21300]
2023,British Columbia,551,Support activities for mining and oil and gas extraction [BS21300]
2013,British Columbia,1528,"Electric power generation, transmission and distribution [BS22110]"
2014,British Columbia,1497,"Electric power generation, transmission and distribution [BS22110]"
2015,British Columbia,1446,"Electric power generation, transmission and distribution [BS22110]"
2016,British Columbia,1381,"Electric power generation, transmission and distribution [BS22110]"
2017,British Columbia,1311,"Electric power generation, transmission and distribution [BS22110]"
2018,British Columbia,1293,"Electric power generation, transmission and distribution [BS22110]"
2019,British Columbia,1422,"Electric power generation, transmission and distribution [BS22110]"
2020,British Columbia,1257,"Electric power generation, transmission and distribution [BS22110]"
2021,British Columbia,1682,"Electric power generation, transmission and distribution [BS22110]"
2022,British Columbia,1433,"Electric power generation, transmission and distribution [BS22110]"
2023,British Columbia,1221,"Electric power generation, transmission and distribution [BS22110]"
2013,British Columbia,76,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2014,British Columbia,69,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2015,British Columbia,64,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2016,British Columbia,59,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2017,British Columbia,53,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2018,British Columbia,58,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2019,British Columbia,73,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2020,British Columbia,71,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2021,British Columbia,76,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2022,British Columbia,69,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2023,British Columbia,65,"Natural gas distribution, water, sewage and other systems [BS221A0]"
2013,British Columbia,207,Residential building construction [BS23A00]
2014,British Columbia,220,Residential building construction [BS23A00]
2015,British Columbia,254,Residential building construction [BS23A00]
2016,British Columbia,352,Residential building construction [BS23A00]
2017,British Columbia,357,Residential building construction [BS23A00]
2018,British Columbia,398,Residential building construction [BS23A00]
2019,British Columbia,350,Residential building construction [BS23A00]
2020,British Columbia,301,Residential building construction [BS23A00]
2021,British Columbia,376,Residential building construction [BS23A00]
2022,British Columbia,376,Residential building construction [BS23A00]
2023,British Columbia,360,Residential building construction [BS23A00]
2013,British Columbia,54,Non-residential building construction [BS23B00]
2014,British Columbia,66,Non-residential building construction [BS23B00]
2015,British Columbia,69,Non-residential building construction [BS23B00]
2016,British Columbia,64,Non-residential building construction [BS23B00]
2017,British Columbia,62,Non-residential building construction [BS23B00]
2018,British Columbia,70,Non-residential building construction [BS23B00]
2019,British Columbia,75,Non-residential building construction [BS23B00]
2020,British Columbia,43,Non-residential building construction [BS23B00]
2021,British Columbia,50,Non-residential building construction [BS23B00]
2022,British Columbia,47,Non-residential building construction [BS23B00]
2023,British Columbia,45,Non-residential building construction [BS23B00]
2013,British Columbia,132,Transportation engineering construction [BS23C10]
2014,British Columbia,104,Transportation engineering construction [BS23C10]
2015,British Columbia,137,Transportation engineering construction [BS23C10]
2016,British Columbia,173,Transportation engineering construction [BS23C10]
2017,British Columbia,155,Transportation engineering construction [BS23C10]
2018,British Columbia,166,Transportation engineering construction [BS23C10]
2019,British Columbia,140,Transportation engineering construction [BS23C10]
2020,British Columbia,127,Transportation engineering construction [BS23C10]
2021,British Columbia,144,Transportation engineering construction [BS23C10]
2022,British Columbia,127,Transportation engineering construction [BS23C10]
2023,British Columbia,123,Transportation engineering construction [BS23C10]
2013,British Columbia,35,Oil and gas engineering construction [BS23C20]
2014,British Columbia,39,Oil and gas engineering construction [BS23C20]
2015,British Columbia,38,Oil and gas engineering construction [BS23C20]
2016,British Columbia,54,Oil and gas engineering construction [BS23C20]
2017,British Columbia,77,Oil and gas engineering construction [BS23C20]
2018,British Columbia,61,Oil and gas engineering construction [BS23C20]
2019,British Columbia,113,Oil and gas engineering construction [BS23C20]
2020,British Columbia,132,Oil and gas engineering construction [BS23C20]
2021,British Columbia,154,Oil and gas engineering construction [BS23C20]
2022,British Columbia,203,Oil and gas engineering construction [BS23C20]
2023,British Columbia,196,Oil and gas engineering construction [BS23C20]
2013,British Columbia,122,Electric power engineering construction [BS23C30]
2014,British Columbia,119,Electric power engineering construction [BS23C30]
2015,British Columbia,154,Electric power engineering construction [BS23C30]
2016,British Columbia,195,Electric power engineering construction [BS23C30]
2017,British Columbia,158,Electric power engineering construction [BS23C30]
2018,British Columbia,188,Electric power engineering construction [BS23C30]
2019,British Columbia,191,Electric power engineering construction [BS23C30]
2020,British Columbia,142,Electric power engineering construction [BS23C30]
2021,British Columbia,174,Electric power engineering construction [BS23C30]
2022,British Columbia,164,Electric power engineering construction [BS23C30]
2023,British Columbia,158,Electric power engineering construction [BS23C30]
2013,British Columbia,13,Communication engineering construction [BS23C40]
2014,British Columbia,13,Communication engineering construction [BS23C40]
2015,British Columbia,27,Communication engineering construction [BS23C40]
2016,British Columbia,38,Communication engineering construction [BS23C40]
2017,British Columbia,36,Communication engineering construction [BS23C40]
2018,British Columbia,34,Communication engineering construction [BS23C40]
2019,British Columbia,27,Communication engineering construction [BS23C40]
2020,British Columbia,16,Communication engineering construction [BS23C40]
2021,British Columbia,19,Communication engineering construction [BS23C40]
2022,British Columbia,15,Communication engineering construction [BS23C40]
2023,British Columbia,14,Communication engineering construction [BS23C40]
2013,British Columbia,106,Other engineering construction [BS23C50]
2014,British Columbia,77,Other engineering construction [BS23C50]
2015,British Columbia,61,Other engineering construction [BS23C50]
2016,British Columbia,96,Other engineering construction [BS23C50]
2017,British Columbia,77,Other engineering construction [BS23C50]
2018,British Columbia,97,Other engineering construction [BS23C50]
2019,British Columbia,139,Other engineering construction [BS23C50]
2020,British Columbia,104,Other engineering construction [BS23C50]
2021,British Columbia,101,Other engineering construction [BS23C50]
2022,British Columbia,87,Other engineering construction [BS23C50]
2023,British Columbia,82,Other engineering construction [BS23C50]
2013,British Columbia,53,Repair construction [BS23D00]
2014,British Columbia,68,Repair construction [BS23D00]
2015,British Columbia,70,Repair construction [BS23D00]
2016,British Columbia,82,Repair construction [BS23D00]
2017,British Columbia,80,Repair construction [BS23D00]
2018,British Columbia,82,Repair construction [BS23D00]
2019,British Columbia,79,Repair construction [BS23D00]
2020,British Columbia,67,Repair construction [BS23D00]
2021,British Columbia,78,Repair construction [BS23D00]
2022,British Columbia,76,Repair construction [BS23D00]
2023,British Columbia,73,Repair construction [BS23D00]
2013,British Columbia,66,Other activities of the construction industry [BS23E00]
2014,British Columbia,69,Other activities of the construction industry [BS23E00]
2015,British Columbia,90,Other activities of the construction industry [BS23E00]
2016,British Columbia,107,Other activities of the construction industry [BS23E00]
2017,British Columbia,98,Other activities of the construction industry [BS23E00]
2018,British Columbia,101,Other activities of the construction industry [BS23E00]
2019,British Columbia,95,Other activities of the construction industry [BS23E00]
2020,British Columbia,75,Other activities of the construction industry [BS23E00]
2021,British Columbia,77,Other activities of the construction industry [BS23E00]
2022,British Columbia,75,Other activities of the construction industry [BS23E00]
2023,British Columbia,71,Other activities of the construction industry [BS23E00]
2013,British Columbia,26,Animal food manufacturing [BS31110]
2014,British Columbia,28,Animal food manufacturing [BS31110]
2015,British Columbia,22,Animal food manufacturing [BS31110]
2016,British Columbia,27,Animal food manufacturing [BS31110]
2017,British Columbia,26,Animal food manufacturing [BS31110]
2018,British Columbia,65,Animal food manufacturing [BS31110]
2019,British Columbia,68,Animal food manufacturing [BS31110]
2020,British Columbia,73,Animal food manufacturing [BS31110]
2021,British Columbia,38,Animal food manufacturing [BS31110]
2022,British Columbia,35,Animal food manufacturing [BS31110]
2023,British Columbia,38,Animal food manufacturing [BS31110]
2013,British Columbia,48,Sugar and confectionery product manufacturing [BS31130]
2014,British Columbia,64,Sugar and confectionery product manufacturing [BS31130]
2015,British Columbia,61,Sugar and confectionery product manufacturing [BS31130]
2016,British Columbia,51,Sugar and confectionery product manufacturing [BS31130]
2017,British Columbia,56,Sugar and confectionery product manufacturing [BS31130]
2018,British Columbia,37,Sugar and confectionery product manufacturing [BS31130]
2019,British Columbia,20,Sugar and confectionery product manufacturing [BS31130]
2020,British Columbia,57,Sugar and confectionery product manufacturing [BS31130]
2021,British Columbia,57,Sugar and confectionery product manufacturing [BS31130]
2022,British Columbia,57,Sugar and confectionery product manufacturing [BS31130]
2023,British Columbia,52,Sugar and confectionery product manufacturing [BS31130]
2013,British Columbia,16,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2014,British Columbia,15,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2015,British Columbia,23,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2016,British Columbia,18,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2017,British Columbia,24,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2018,British Columbia,13,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2019,British Columbia,14,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2020,British Columbia,18,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2021,British Columbia,16,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2022,British Columbia,17,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2023,British Columbia,19,Fruit and vegetable preserving and specialty food manufacturing [BS31140]
2013,British Columbia,16,Dairy product manufacturing [BS31150]
2014,British Columbia,13,Dairy product manufacturing [BS31150]
2015,British Columbia,14,Dairy product manufacturing [BS31150]
2016,British Columbia,41,Dairy product manufacturing [BS31150]
2017,British Columbia,28,Dairy product manufacturing [BS31150]
2018,British Columbia,25,Dairy product manufacturing [BS31150]
2019,British Columbia,26,Dairy product manufacturing [BS31150]
2020,British Columbia,28,Dairy product manufacturing [BS31150]
2021,British Columbia,23,Dairy product manufacturing [BS31150]
2022,British Columbia,20,Dairy product manufacturing [BS31150]
2023,British Columbia,24,Dairy product manufacturing [BS31150]
2013,British Columbia,90,Meat product manufacturing [BS31160]
2014,British Columbia,103,Meat product manufacturing [BS31160]
2015,British Columbia,114,Meat product manufacturing [BS31160]
2016,British Columbia,79,Meat product manufacturing [BS31160]
2017,British Columbia,96,Meat product manufacturing [BS31160]
2018,British Columbia,68,Meat product manufacturing [BS31160]
2019,British Columbia,99,Meat product manufacturing [BS31160]
2020,British Columbia,140,Meat product manufacturing [BS31160]
2021,British Columbia,103,Meat product manufacturing [BS31160]
2022,British Columbia,96,Meat product manufacturing [BS31160]
2023,British Columbia,110,Meat product manufacturing [BS31160]
2013,British Columbia,5,Seafood product preparation and packaging [BS31170]
2014,British Columbia,11,Seafood product preparation and packaging [BS31170]
2015,British Columbia,15,Seafood product preparation and packaging [BS31170]
2016,British Columbia,13,Seafood product preparation and packaging [BS31170]
2017,British Columbia,22,Seafood product preparation and packaging [BS31170]
2018,British Columbia,13,Seafood product preparation and packaging [BS31170]
2019,British Columbia,11,Seafood product preparation and packaging [BS31170]
2020,British Columbia,8,Seafood product preparation and packaging [BS31170]
2021,British Columbia,8,Seafood product preparation and packaging [BS31170]
2022,British Columbia,9,Seafood product preparation and packaging [BS31170]
2023,British Columbia,9,Seafood product preparation and packaging [BS31170]
2013,British Columbia,92,Miscellaneous food manufacturing [BS311A0]
2014,British Columbia,112,Miscellaneous food manufacturing [BS311A0]
2015,British Columbia,90,Miscellaneous food manufacturing [BS311A0]
2016,British Columbia,90,Miscellaneous food manufacturing [BS311A0]
2017,British Columbia,72,Miscellaneous food manufacturing [BS311A0]
2018,British Columbia,87,Miscellaneous food manufacturing [BS311A0]
2019,British Columbia,91,Miscellaneous food manufacturing [BS311A0]
2020,British Columbia,105,Miscellaneous food manufacturing [BS311A0]
2021,British Columbia,104,Miscellaneous food manufacturing [BS311A0]
2022,British Columbia,93,Miscellaneous food manufacturing [BS311A0]
2023,British Columbia,109,Miscellaneous food manufacturing [BS311A0]
2013,British Columbia,18,Soft drink and ice manufacturing [BS31211]
2014,British Columbia,19,Soft drink and ice manufacturing [BS31211]
2015,British Columbia,27,Soft drink and ice manufacturing [BS31211]
2016,British Columbia,30,Soft drink and ice manufacturing [BS31211]
2017,British Columbia,27,Soft drink and ice manufacturing [BS31211]
2018,British Columbia,29,Soft drink and ice manufacturing [BS31211]
2019,British Columbia,23,Soft drink and ice manufacturing [BS31211]
2020,British Columbia,16,Soft drink and ice manufacturing [BS31211]
2021,British Columbia,16,Soft drink and ice manufacturing [BS31211]
2022,British Columbia,16,Soft drink and ice manufacturing [BS31211]
2023,British Columbia,17,Soft drink and ice manufacturing [BS31211]
2013,British Columbia,51,Breweries [BS31212]
2014,British Columbia,66,Breweries [BS31212]
2015,British Columbia,64,Breweries [BS31212]
2016,British Columbia,36,Breweries [BS31212]
2017,British Columbia,38,Breweries [BS31212]
2018,British Columbia,39,Breweries [BS31212]
2019,British Columbia,37,Breweries [BS31212]
2020,British Columbia,60,Breweries [BS31212]
2021,British Columbia,43,Breweries [BS31212]
2022,British Columbia,49,Breweries [BS31212]
2023,British Columbia,59,Breweries [BS31212]
2013,British Columbia,10,Wineries and distilleries [BS3121A]
2014,British Columbia,25,Wineries and distilleries [BS3121A]
2015,British Columbia,18,Wineries and distilleries [BS3121A]
2016,British Columbia,18,Wineries and distilleries [BS3121A]
2017,British Columbia,18,Wineries and distilleries [BS3121A]
2018,British Columbia,18,Wineries and distilleries [BS3121A]
2019,British Columbia,17,Wineries and distilleries [BS3121A]
2020,British Columbia,22,Wineries and distilleries [BS3121A]
2021,British Columbia,22,Wineries and distilleries [BS3121A]
2022,British Columbia,23,Wineries and distilleries [BS3121A]
2023,British Columbia,26,Wineries and distilleries [BS3121A]
2019,British Columbia,1,Tobacco manufacturing [BS31220]
2020,British Columbia,1,Tobacco manufacturing [BS31220]
2021,British Columbia,1,Tobacco manufacturing [BS31220]
2022,British Columbia,2,Tobacco and cannabis product manufacturing [BS312A0]
2023,British Columbia,2,Tobacco and cannabis product manufacturing [BS312A0]
2013,British Columbia,6,Textile and textile product mills [BS31A00]
2014,British Columbia,4,Textile and textile product mills [BS31A00]
2015,British Columbia,6,Textile and textile product mills [BS31A00]
2016,British Columbia,6,Textile and textile product mills [BS31A00]
2017,British Columbia,6,Textile and textile product mills [BS31A00]
2018,British Columbia,7,Textile and textile product mills [BS31A00]
2019,British Columbia,11,Textile and textile product mills [BS31A00]
2020,British Columbia,9,Textile and textile product mills [BS31A00]
2021,British Columbia,10,Textile and textile product mills [BS31A00]
2022,British Columbia,9,Textile and textile product mills [BS31A00]
2023,British Columbia,10,Textile and textile product mills [BS31A00]
2013,British Columbia,4,Clothing and leather and allied product manufacturing [BS31B00]
2014,British Columbia,4,Clothing and leather and allied product manufacturing [BS31B00]
2015,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2016,British Columbia,8,Clothing and leather and allied product manufacturing [BS31B00]
2017,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2018,British Columbia,4,Clothing and leather and allied product manufacturing [BS31B00]
2019,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2020,British Columbia,6,Clothing and leather and allied product manufacturing [BS31B00]
2021,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2022,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2023,British Columbia,5,Clothing and leather and allied product manufacturing [BS31B00]
2013,British Columbia,3977,Wood product manufacturing [BS32100]
2014,British Columbia,3507,Wood product manufacturing [BS32100]
2015,British Columbia,3391,Wood product manufacturing [BS32100]
2016,British Columbia,3111,Wood product manufacturing [BS32100]
2017,British Columbia,3275,Wood product manufacturing [BS32100]
2018,British Columbia,3444,Wood product manufacturing [BS32100]
2019,British Columbia,3157,Wood product manufacturing [BS32100]
2020,British Columbia,2737,Wood product manufacturing [BS32100]
2021,British Columbia,2807,Wood product manufacturing [BS32100]
2022,British Columbia,3149,Wood product manufacturing [BS32100]
2023,British Columbia,3280,Wood product manufacturing [BS32100]
2013,British Columbia,16131,"Pulp, paper and paperboard mills [BS32210]"
2014,British Columbia,18001,"Pulp, paper and paperboard mills [BS32210]"
2015,British Columbia,18346,"Pulp, paper and paperboard mills [BS32210]"
2016,British Columbia,17114,"Pulp, paper and paperboard mills [BS32210]"
2017,British Columbia,16558,"Pulp, paper and paperboard mills [BS32210]"
2018,British Columbia,16520,"Pulp, paper and paperboard mills [BS32210]"
2019,British Columbia,16705,"Pulp, paper and paperboard mills [BS32210]"
2020,British Columbia,14581,"Pulp, paper and paperboard mills [BS32210]"
2021,British Columbia,15493,"Pulp, paper and paperboard mills [BS32210]"
2022,British Columbia,14934,"Pulp, paper and paperboard mills [BS32210]"
2023,British Columbia,12607,"Pulp, paper and paperboard mills [BS32210]"
2013,British Columbia,46,Converted paper product manufacturing [BS32220]
2014,British Columbia,26,Converted paper product manufacturing [BS32220]
2015,British Columbia,37,Converted paper product manufacturing [BS32220]
2016,British Columbia,28,Converted paper product manufacturing [BS32220]
2017,British Columbia,30,Converted paper product manufacturing [BS32220]
2018,British Columbia,10,Converted paper product manufacturing [BS32220]
2019,British Columbia,18,Converted paper product manufacturing [BS32220]
2020,British Columbia,17,Converted paper product manufacturing [BS32220]
2021,British Columbia,18,Converted paper product manufacturing [BS32220]
2022,British Columbia,17,Converted paper product manufacturing [BS32220]
2023,British Columbia,21,Converted paper product manufacturing [BS32220]
2013,British Columbia,18,Printing and related support activities [BS32300]
2014,British Columbia,30,Printing and related support activities [BS32300]
2015,British Columbia,19,Printing and related support activities [BS32300]
2016,British Columbia,33,Printing and related support activities [BS32300]
2017,British Columbia,34,Printing and related support activities [BS32300]
2018,British Columbia,26,Printing and related support activities [BS32300]
2019,British Columbia,29,Printing and related support activities [BS32300]
2020,British Columbia,18,Printing and related support activities [BS32300]
2021,British Columbia,17,Printing and related support activities [BS32300]
2022,British Columbia,18,Printing and related support activities [BS32300]
2023,British Columbia,21,Printing and related support activities [BS32300]
2013,British Columbia,535,Petroleum and coal product manufacturing [BS32400]
2014,British Columbia,570,Petroleum and coal product manufacturing [BS32400]
2015,British Columbia,579,Petroleum and coal product manufacturing [BS32400]
2016,British Columbia,656,Petroleum and coal product manufacturing [BS32400]
2017,British Columbia,773,Petroleum and coal product manufacturing [BS32400]
2018,British Columbia,455,Petroleum and coal product manufacturing [BS32400]
2019,British Columbia,523,Petroleum and coal product manufacturing [BS32400]
2020,British Columbia,428,Petroleum and coal product manufacturing [BS32400]
2021,British Columbia,491,Petroleum and coal product manufacturing [BS32400]
2022,British Columbia,515,Petroleum and coal product manufacturing [BS32400]
2023,British Columbia,468,Petroleum and coal product manufacturing [BS32400]
2013,British Columbia,47,Basic chemical manufacturing [BS32510]
2014,British Columbia,39,Basic chemical manufacturing [BS32510]
2015,British Columbia,37,Basic chemical manufacturing [BS32510]
2016,British Columbia,57,Basic chemical manufacturing [BS32510]
2017,British Columbia,81,Basic chemical manufacturing [BS32510]
2018,British Columbia,80,Basic chemical manufacturing [BS32510]
2019,British Columbia,121,Basic chemical manufacturing [BS32510]
2020,British Columbia,153,Basic chemical manufacturing [BS32510]
2021,British Columbia,165,Basic chemical manufacturing [BS32510]
2022,British Columbia,155,Basic chemical manufacturing [BS32510]
2023,British Columbia,140,Basic chemical manufacturing [BS32510]
2013,British Columbia,9,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
